project_id,project_name,ministry,sector,region,sanction_date,sanctioned_cost_cr,planned_completion_date,planned_duration_years,as_of_date,months_since_sanction,physical_progress_pct,financial_progress_pct,cumulative_expenditure_cr,revised_cost_cr,cost_revisions_count,project_stage,land_acquisition_status,approval_delay_months,financing_irregularity_flag,contractor_track_record_score,ministry_reporting_compliance_rate,months_since_last_report,consecutive_missed_cycles,is_completed,actual_completion_date,final_cost_overrun_pct,final_delay_months
PAI-02461,Roads Project 02461,Road Transport & Highways,Roads,Central,2017-07-18,288.31,2020-06-17,2.92,2020-07-17,36,100.0,100.0,288.64,288.64,0,construction,complete,4.4,0,0.481,0.941,0,0,1,2020-07-17,0.11,1.0
PAI-02462,Ports & Shipping Project 02462,Shipping (Ports),Ports & Shipping,South,2018-10-08,290.57,2021-07-13,2.76,2026-09-06,95,55.4,51.3,150.79,293.67,0,construction,complete,5.3,0,0.724,0.725,3,3,0,,1.07,74.9
PAI-02463,Roads Project 02463,Road Transport & Highways,Roads,South,2019-09-24,3917.09,2022-10-08,3.04,2024-04-09,55,100.0,100.0,4709.27,4709.27,2,construction,partial,1.3,0,0.586,0.955,0,0,1,2024-04-09,20.22,18.1
PAI-02464,Roads Project 02464,Road Transport & Highways,Roads,Central,2010-05-09,265.61,2014-01-04,3.66,2014-01-28,44,100.0,100.0,269.34,269.34,0,construction,complete,2.8,0,0.58,0.946,0,0,1,2014-01-28,1.4,0.8
PAI-02465,Petroleum Project 02465,Petroleum & Natural Gas,Petroleum,West,2014-05-18,1815.09,2018-04-01,3.87,2018-04-05,47,100.0,100.0,1834.32,1834.32,1,construction,complete,1.2,0,0.75,0.818,0,0,1,2018-04-05,1.06,0.1
PAI-02466,Ports & Shipping Project 02466,Shipping (Ports),Ports & Shipping,North-East,2016-09-06,4657.36,2020-09-14,4.02,2020-09-16,48,100.0,100.0,4675.73,4675.73,0,construction,complete,0.5,0,0.738,0.801,0,0,1,2020-09-16,0.39,0.1
PAI-02467,Roads Project 02467,Road Transport & Highways,Roads,North-East,2009-03-27,738.19,2012-03-18,2.98,2012-04-05,37,100.0,100.0,741.86,741.86,0,construction,complete,4.1,1,0.631,0.889,0,0,1,2012-04-05,0.5,0.6
PAI-02468,Ports & Shipping Project 02468,Shipping (Ports),Ports & Shipping,South,2021-10-26,946.14,2025-07-11,3.71,2025-07-13,45,100.0,100.0,953.26,953.26,0,construction,complete,1.1,0,0.715,0.793,0,0,1,2025-07-13,0.75,0.1
PAI-02469,Roads Project 02469,Road Transport & Highways,Roads,Central,2018-02-21,191.01,2020-10-28,2.68,2020-11-07,33,100.0,100.0,191.01,191.01,0,construction,complete,2.3,0,0.171,0.954,0,0,1,2020-11-07,0.0,0.3
PAI-02470,Telecom Project 02470,Telecommunications,Telecom,North-East,2011-03-21,830.12,2013-06-01,2.2,2013-06-12,27,100.0,100.0,830.87,830.87,1,construction,complete,5.3,0,0.328,0.833,0,0,1,2013-06-12,0.09,0.4
PAI-02471,Telecom Project 02471,Telecommunications,Telecom,North-East,2006-07-27,250.77,2009-02-23,2.58,2013-05-15,82,100.0,100.0,297.22,297.22,0,construction,complete,2.6,1,0.805,0.837,0,0,1,2013-05-15,18.52,50.7
PAI-02472,Railways Project 02472,Railways,Railways,West,2010-03-04,1601.83,2014-10-28,4.65,2014-10-29,55,100.0,100.0,1615.07,1615.07,0,construction,complete,0.9,1,0.587,0.879,0,0,1,2014-10-29,0.83,0.0
PAI-02473,Rural Infrastructure Project 02473,Development of North Eastern Region,Rural Infrastructure,North-East,2005-04-10,3901.01,2009-06-08,4.16,2009-06-21,50,100.0,100.0,3945.06,3945.06,0,construction,complete,1.4,0,0.137,0.708,0,0,1,2009-06-21,1.13,0.4
PAI-02474,Roads Project 02474,Road Transport & Highways,Roads,South,2022-03-01,1450.78,2025-07-11,3.36,2026-07-10,52,100.0,100.0,1557.14,1557.14,0,construction,complete,0.2,0,0.432,0.952,0,0,1,2026-07-10,7.33,12.0
PAI-02475,Roads Project 02475,Road Transport & Highways,Roads,West,2007-04-16,1928.04,2010-09-16,3.42,2010-09-26,41,100.0,100.0,1928.04,1928.04,0,construction,complete,5.1,1,0.207,0.885,0,0,1,2010-09-26,0.0,0.3
PAI-02476,Roads Project 02476,Road Transport & Highways,Roads,North-East,2025-09-27,513.92,2029-07-25,3.83,2026-09-06,12,3.5,0.0,0.0,522.29,2,pre_construction,partial,12.3,0,0.779,0.943,0,0,0,,1.63,11.2
PAI-02477,Steel Project 02477,Steel,Steel,East,2025-08-25,499.2,2031-01-19,5.4,2026-09-06,13,15.5,14.1,84.45,599.94,0,construction,complete,1.5,0,0.202,0.88,0,0,0,,20.18,15.4
PAI-02478,Power Project 02478,Atomic Energy,Power,North,2015-04-13,2188.05,2020-05-07,5.07,2020-05-08,61,100.0,100.0,2188.05,2188.05,0,construction,complete,0.8,0,0.383,0.943,0,0,1,2020-05-08,0.0,0.1
PAI-02479,Railways Project 02479,Railways,Railways,East,2005-12-25,1364.45,2011-12-10,5.96,2012-01-07,73,100.0,100.0,1364.45,1364.45,2,construction,complete,3.0,0,0.565,0.939,0,0,1,2012-01-07,0.0,0.9
PAI-02480,Railways Project 02480,Railways,Railways,Central,2024-03-25,1704.32,2029-08-28,5.43,2026-09-06,30,20.5,15.5,266.97,1722.31,1,construction,complete,1.5,0,0.971,0.935,0,0,0,,1.06,19.0
PAI-02481,Roads Project 02481,Road Transport & Highways,Roads,Central,2019-11-07,2293.65,2023-05-31,3.56,2023-06-16,43,100.0,100.0,2334.0,2334.0,0,construction,partial,0.8,0,0.63,0.9,0,0,1,2023-06-16,1.76,0.5
PAI-02482,Urban Infrastructure Project 02482,Housing & Urban Affairs,Urban Infrastructure,North,2026-12-13,1321.61,2031-12-11,5.0,2026-09-06,1,1.0,0.1,1.07,1342.33,1,pre_construction,partial,5.0,0,0.392,0.762,0,0,0,,1.57,0.1
PAI-02483,Telecom Project 02483,Telecommunications,Telecom,West,2016-08-14,10145.64,2020-02-07,3.48,2020-03-06,43,100.0,100.0,10230.48,10230.48,1,construction,partial,1.0,0,0.884,0.852,0,0,1,2020-03-06,0.84,0.9
PAI-02484,Roads Project 02484,Road Transport & Highways,Roads,North-East,2026-07-21,499.93,2029-08-26,3.1,2026-09-06,2,7.6,4.1,20.27,499.93,0,pre_construction,complete,19.8,0,0.579,0.855,0,0,0,,0.0,0.8
PAI-02485,Roads Project 02485,Road Transport & Highways,Roads,West,2013-08-28,460.32,2016-09-30,3.09,2016-10-16,38,100.0,100.0,460.71,460.71,0,construction,complete,0.3,1,0.564,0.941,0,0,1,2016-10-16,0.08,0.5
PAI-02486,Power Project 02486,Atomic Energy,Power,East,2021-04-08,1383.36,2025-12-29,4.73,2026-01-06,57,100.0,100.0,1387.56,1387.56,1,construction,complete,5.9,0,0.635,0.865,0,0,1,2026-01-06,0.3,0.3
PAI-02487,Roads Project 02487,Road Transport & Highways,Roads,North-East,2009-04-09,1019.18,2012-04-02,2.98,2013-11-03,55,100.0,100.0,1032.25,1032.25,0,construction,partial,2.6,0,0.199,0.973,0,0,1,2013-11-03,1.28,19.1
PAI-02488,Urban Infrastructure Project 02488,Housing & Urban Affairs,Urban Infrastructure,South,2005-09-17,327.18,2009-05-29,3.7,2011-11-15,74,100.0,100.0,391.89,391.89,1,construction,complete,1.4,1,0.635,0.811,0,0,1,2011-11-15,19.78,29.5
PAI-02489,Railways Project 02489,Railways,Railways,Central,2017-12-28,668.67,2024-06-16,6.47,2024-07-28,79,100.0,100.0,963.13,963.13,3,construction,complete,8.9,1,0.528,0.899,0,0,1,2024-07-28,44.04,1.4
PAI-02490,Roads Project 02490,Road Transport & Highways,Roads,Central,2005-11-07,313.56,2008-10-17,2.95,2008-11-10,36,100.0,100.0,316.53,316.53,0,construction,complete,0.4,0,0.671,0.789,0,0,1,2008-11-10,0.95,0.8
PAI-02491,Railways Project 02491,Railways,Railways,West,2018-02-05,8531.69,2023-04-21,5.21,2023-06-26,64,100.0,100.0,8638.72,8638.72,0,construction,complete,0.1,0,0.693,0.928,0,0,1,2023-06-26,1.25,2.2
PAI-02492,Roads Project 02492,Road Transport & Highways,Roads,North,2009-02-26,1798.07,2013-01-24,3.91,2014-10-21,68,100.0,100.0,1919.25,1919.25,0,construction,complete,2.0,0,0.298,0.978,0,0,1,2014-10-21,6.74,20.9
PAI-02493,Roads Project 02493,Road Transport & Highways,Roads,East,2020-05-03,1784.6,2022-12-17,2.62,2023-01-11,32,100.0,100.0,1794.47,1794.47,1,construction,complete,8.5,0,0.642,0.972,0,0,1,2023-01-11,0.55,0.8
PAI-02494,Roads Project 02494,Road Transport & Highways,Roads,West,2019-05-22,1294.03,2023-02-02,3.7,2026-09-06,88,76.6,66.3,860.62,1297.98,0,construction,complete,3.9,0,0.884,0.831,0,0,0,,0.3,58.3
PAI-02495,Railways Project 02495,Railways,Railways,North-East,2015-05-22,2569.61,2020-11-25,5.51,2023-09-28,100,100.0,100.0,3006.41,3006.41,0,construction,complete,1.1,0,0.628,0.99,0,0,1,2023-09-28,17.0,34.1
PAI-02496,Roads Project 02496,Road Transport & Highways,Roads,Central,2023-03-22,184.35,2026-08-26,3.43,2026-09-06,42,35.0,25.5,55.44,217.41,0,construction,complete,0.3,0,0.547,0.935,0,0,0,,17.93,52.8
PAI-02497,Urban Infrastructure Project 02497,Housing & Urban Affairs,Urban Infrastructure,Central,2022-12-08,689.49,2026-10-11,3.84,2026-09-06,45,43.1,29.6,204.43,689.49,0,construction,partial,0.2,0,0.308,0.771,0,0,0,,0.0,0.7
PAI-02498,Railways Project 02498,Railways,Railways,West,2013-02-26,1141.99,2020-01-25,6.91,2020-01-27,83,100.0,100.0,1318.32,1318.32,0,construction,complete,0.3,0,0.792,0.963,0,0,1,2020-01-27,15.44,0.0
PAI-02499,Roads Project 02499,Road Transport & Highways,Roads,West,2016-03-28,388.83,2020-03-14,3.96,2024-10-22,103,100.0,100.0,544.87,544.87,1,construction,complete,1.8,0,0.708,0.939,0,0,1,2024-10-22,40.13,55.3
PAI-02500,Roads Project 02500,Road Transport & Highways,Roads,East,2022-02-14,172.49,2024-09-18,2.59,2024-09-20,31,100.0,100.0,173.37,173.37,0,construction,complete,0.5,1,0.863,0.928,0,0,1,2024-09-20,0.51,0.1
PAI-02501,Railways Project 02501,Railways,Railways,North,2008-03-18,9380.09,2012-06-06,4.22,2013-04-07,61,100.0,100.0,9405.42,9405.42,0,construction,complete,0.3,0,0.18,0.896,0,0,1,2013-04-07,0.27,10.0
PAI-02502,Fertilizers Project 02502,Fertilizers,Fertilizers,North-East,2024-12-14,227.08,2028-08-05,3.64,2026-09-06,21,32.3,23.9,54.59,228.5,0,construction,complete,1.0,0,0.85,0.867,0,0,0,,0.63,1.0
PAI-02503,Roads Project 02503,Road Transport & Highways,Roads,North-East,2022-02-28,262.12,2025-09-26,3.58,2025-10-19,44,100.0,100.0,262.86,262.86,0,construction,partial,3.7,0,0.348,0.862,0,0,1,2025-10-19,0.28,0.7
PAI-02504,Roads Project 02504,Road Transport & Highways,Roads,South,2010-04-19,524.18,2013-04-24,3.02,2013-04-26,36,100.0,100.0,525.72,525.72,1,construction,complete,1.2,0,0.734,0.899,0,0,1,2013-04-26,0.29,0.1
PAI-02505,Mining Project 02505,Coal,Mining,North-East,2023-02-06,416.41,2026-08-11,3.51,2026-09-06,43,44.6,39.2,163.61,416.94,1,construction,complete,5.6,0,0.834,0.868,0,0,0,,0.13,15.3
PAI-02506,Water Resources Project 02506,Jal Shakti (Water Resources),Water Resources,West,2008-02-22,868.3,2012-08-24,4.51,2014-11-21,81,100.0,100.0,868.3,868.3,0,construction,complete,3.8,0,0.807,0.783,0,0,1,2014-11-21,0.0,26.9
PAI-02507,Power Project 02507,New & Renewable Energy,Power,West,2021-12-10,1030.91,2026-06-03,4.48,2026-09-06,57,54.1,45.0,534.49,1187.41,1,construction,complete,3.2,0,0.114,0.79,0,0,0,,15.18,71.1
PAI-02508,Ports & Shipping Project 02508,Shipping (Ports),Ports & Shipping,South,2017-12-08,2096.02,2020-09-27,2.81,2021-03-06,39,100.0,100.0,3210.63,3210.63,0,construction,complete,0.7,1,0.869,0.706,0,0,1,2021-03-06,53.18,5.3
PAI-02509,Roads Project 02509,Road Transport & Highways,Roads,Central,2016-01-02,1584.96,2019-08-14,3.62,2019-08-14,43,100.0,100.0,1603.69,1603.69,0,construction,complete,7.4,0,0.567,0.885,0,0,1,2019-08-14,1.18,0.0
PAI-02510,Roads Project 02510,Road Transport & Highways,Roads,South,2021-10-21,2532.22,2025-03-19,3.41,2025-04-02,42,100.0,100.0,3660.56,3660.56,2,construction,complete,3.2,0,0.252,0.963,0,0,1,2025-04-02,44.56,0.5
PAI-02511,Railways Project 02511,Railways,Railways,North-East,2014-09-08,3828.2,2018-11-05,4.16,2018-11-06,50,100.0,100.0,3842.54,3842.54,0,construction,partial,2.2,0,0.64,0.937,0,0,1,2018-11-06,0.37,0.0
PAI-02512,Roads Project 02512,Road Transport & Highways,Roads,North-East,2022-05-07,180.02,2025-08-04,3.25,2025-12-15,43,100.0,100.0,180.87,180.87,0,construction,complete,3.6,0,0.686,0.901,0,0,1,2025-12-15,0.47,4.4
PAI-02513,Roads Project 02513,Road Transport & Highways,Roads,North-East,2019-05-28,1154.47,2022-10-06,3.36,2023-08-31,51,100.0,100.0,1156.76,1156.76,1,construction,complete,6.9,1,0.293,0.912,0,0,1,2023-08-31,0.2,10.8
PAI-02514,Water Resources Project 02514,Jal Shakti (Water Resources),Water Resources,North-East,2009-02-16,1870.84,2015-10-18,6.67,2015-11-14,81,100.0,100.0,1874.59,1874.59,0,construction,complete,1.4,0,0.464,0.819,0,0,1,2015-11-14,0.2,0.9
PAI-02515,Fertilizers Project 02515,Fertilizers,Fertilizers,North,2024-04-20,905.27,2028-05-26,4.1,2026-09-06,29,42.7,28.2,391.85,1390.41,2,construction,complete,2.5,0,0.491,0.854,0,0,0,,53.59,5.8
PAI-02516,Railways Project 02516,Railways,Railways,North-East,2012-06-08,2844.32,2017-01-16,4.61,2017-01-29,55,100.0,100.0,2844.32,2844.32,0,construction,complete,2.5,0,0.753,0.915,0,0,1,2017-01-29,0.0,0.4
PAI-02517,Aviation Project 02517,Civil Aviation,Aviation,North-East,2022-09-08,468.06,2026-08-27,3.97,2026-09-06,48,49.0,41.3,237.55,575.74,1,construction,complete,0.6,0,0.642,0.83,0,0,0,,23.01,33.0
PAI-02518,Power Project 02518,Power,Power,West,2025-11-06,1232.45,2031-12-16,6.11,2026-09-06,10,8.9,8.2,113.68,1394.19,0,pre_construction,partial,9.2,0,0.581,0.875,0,0,0,,13.12,20.4
PAI-02519,Power Project 02519,Power,Power,Central,2018-05-11,763.47,2024-07-05,6.15,2024-07-24,74,100.0,100.0,772.05,772.05,1,construction,complete,1.3,0,0.518,0.867,0,0,1,2024-07-24,1.12,0.6
PAI-02520,Roads Project 02520,Road Transport & Highways,Roads,West,2023-05-17,258.84,2027-01-08,3.65,2026-09-06,40,89.5,85.3,223.79,262.21,0,construction,complete,1.4,0,0.606,0.931,0,0,0,,1.3,0.9
PAI-02521,Railways Project 02521,Railways,Railways,North,2012-06-15,5414.45,2017-12-08,5.48,2024-02-10,140,100.0,100.0,7104.0,7104.0,2,construction,complete,4.7,1,0.612,0.945,0,0,1,2024-02-10,31.2,74.1
PAI-02522,Railways Project 02522,Railways,Railways,South,2012-01-17,3218.51,2018-06-10,6.4,2018-08-21,79,100.0,100.0,3931.07,3931.07,1,construction,complete,0.7,1,0.227,0.889,0,0,1,2018-08-21,22.14,2.4
PAI-02523,Water Resources Project 02523,Jal Shakti (Water Resources),Water Resources,East,2023-04-27,6821.18,2028-11-19,5.57,2026-09-06,41,43.4,29.9,2544.05,8500.25,3,construction,complete,7.5,0,0.524,0.705,0,0,0,,24.62,0.9
PAI-02524,Water Resources Project 02524,Jal Shakti (Water Resources),Water Resources,North-East,2024-09-23,2989.16,2029-01-14,4.31,2026-09-06,24,33.0,22.1,664.97,3005.45,1,construction,complete,1.8,0,0.755,0.928,0,0,0,,0.54,0.1
PAI-02525,Petroleum Project 02525,Petroleum & Natural Gas,Petroleum,North,2008-08-13,3429.16,2011-08-22,3.02,2015-12-24,88,100.0,100.0,3448.27,3448.27,0,construction,complete,2.5,0,0.621,0.818,0,0,1,2015-12-24,0.56,52.1
PAI-02526,Mining Project 02526,Coal,Mining,Central,2018-01-12,975.17,2023-06-03,5.39,2023-06-04,65,100.0,100.0,975.17,975.17,0,construction,complete,2.6,0,0.566,0.895,0,0,1,2023-06-04,0.0,0.1
PAI-02527,Ports & Shipping Project 02527,Shipping (Ports),Ports & Shipping,North,2024-01-08,1315.14,2027-07-03,3.48,2026-09-06,32,7.1,6.0,79.95,1335.33,0,pre_construction,complete,3.2,1,0.346,0.941,0,0,0,,1.54,17.9
PAI-02528,Roads Project 02528,Road Transport & Highways,Roads,West,2017-11-19,251.62,2021-06-30,3.61,2021-07-04,44,100.0,100.0,252.44,252.44,0,construction,complete,0.7,0,0.752,0.894,0,0,1,2021-07-04,0.33,0.2
PAI-02529,Power Project 02529,New & Renewable Energy,Power,Central,2016-11-27,610.57,2022-02-03,5.19,2024-07-10,92,100.0,100.0,618.86,618.86,0,construction,complete,4.0,0,0.493,0.763,0,0,1,2024-07-10,1.36,29.2
PAI-02530,Power Project 02530,Power,Power,West,2021-07-18,623.42,2027-08-24,6.1,2026-09-06,62,17.8,13.1,100.88,768.55,0,construction,complete,16.7,0,0.783,0.797,0,0,0,,23.28,0.4
PAI-02531,Power Project 02531,Atomic Energy,Power,North-East,2018-09-25,2133.62,2023-05-08,4.62,2023-05-15,56,100.0,100.0,2133.62,2133.62,0,construction,complete,4.7,0,0.604,0.929,0,0,1,2023-05-15,0.0,0.2
PAI-02532,Mining Project 02532,Coal,Mining,East,2005-10-04,242.3,2011-03-17,5.45,2011-04-10,66,100.0,100.0,242.3,242.3,0,construction,complete,0.3,1,0.3,0.833,0,0,1,2011-04-10,0.0,0.8
PAI-02533,Power Project 02533,Atomic Energy,Power,Central,2015-11-12,5086.09,2020-05-01,4.47,2020-05-27,54,100.0,100.0,5140.05,5140.05,0,construction,partial,2.6,0,0.35,0.849,0,0,1,2020-05-27,1.06,0.8
PAI-02534,Power Project 02534,Power,Power,North-East,2021-02-10,5049.52,2026-02-12,5.01,2026-09-06,67,40.9,36.8,1857.43,5049.52,0,construction,complete,2.1,0,0.431,0.916,0,0,0,,0.0,57.3
PAI-02535,Water Resources Project 02535,Jal Shakti (Water Resources),Water Resources,North,2008-06-18,3198.64,2012-11-06,4.39,2012-11-30,53,100.0,100.0,3198.64,3198.64,0,construction,complete,0.3,0,0.321,0.72,0,0,1,2012-11-30,0.0,0.8
PAI-02536,Roads Project 02536,Road Transport & Highways,Roads,North-East,2013-07-10,549.56,2016-01-21,2.53,2016-02-10,31,100.0,100.0,549.56,549.56,2,construction,complete,0.9,0,0.812,0.989,0,0,1,2016-02-10,0.0,0.7
PAI-02537,Petroleum Project 02537,Petroleum & Natural Gas,Petroleum,Central,2006-04-18,951.21,2009-11-17,3.59,2015-12-19,116,100.0,100.0,956.13,956.13,0,construction,complete,5.2,0,0.839,0.905,0,0,1,2015-12-19,0.52,73.0
PAI-02538,Petroleum Project 02538,Petroleum & Natural Gas,Petroleum,South,2019-08-26,897.36,2023-03-27,3.59,2023-04-20,44,100.0,100.0,901.09,901.09,1,construction,complete,1.4,0,0.897,0.842,0,0,1,2023-04-20,0.42,0.8
PAI-02539,Railways Project 02539,Railways,Railways,West,2016-04-01,1323.12,2021-08-08,5.35,2026-09-06,125,11.3,3.0,43.57,1450.32,1,pre_construction,partial,4.9,0,0.857,0.987,0,0,0,,9.61,90.7
PAI-02540,Aviation Project 02540,Civil Aviation,Aviation,North-East,2007-04-21,811.74,2010-02-16,2.83,2010-02-17,34,100.0,100.0,811.74,811.74,0,construction,complete,2.9,1,0.693,0.785,0,0,1,2010-02-17,0.0,0.0
PAI-02541,Roads Project 02541,Road Transport & Highways,Roads,Central,2019-06-12,402.09,2022-08-09,3.16,2022-08-26,38,100.0,100.0,403.34,403.34,0,construction,complete,1.7,0,0.637,0.862,0,0,1,2022-08-26,0.31,0.6
PAI-02542,Urban Infrastructure Project 02542,Housing & Urban Affairs,Urban Infrastructure,North,2016-08-11,1418.63,2021-05-30,4.8,2021-06-16,58,100.0,100.0,1418.89,1418.89,0,construction,complete,0.9,1,0.68,0.747,0,0,1,2021-06-16,0.02,0.5
PAI-02543,Power Project 02543,Power,Power,West,2026-06-28,1174.0,2032-06-21,5.98,2026-09-06,3,3.1,3.1,36.26,1185.91,0,pre_construction,not_started,8.0,0,0.781,0.844,0,0,0,,1.01,0.9
PAI-02544,Railways Project 02544,Railways,Railways,West,2006-05-22,3896.35,2013-01-02,6.62,2014-09-16,100,100.0,100.0,4280.54,4280.54,0,construction,partial,0.3,0,0.88,0.934,0,0,1,2014-09-16,9.86,20.4
PAI-02545,Petroleum Project 02545,Petroleum & Natural Gas,Petroleum,South,2020-09-16,3109.51,2024-12-15,4.25,2025-07-21,58,100.0,100.0,3266.89,3266.89,0,construction,complete,3.4,0,0.748,0.917,0,0,1,2025-07-21,5.06,7.2
PAI-02546,Mining Project 02546,Coal,Mining,East,2023-08-25,496.42,2027-03-06,3.53,2026-09-06,37,52.6,44.0,220.1,500.63,0,construction,complete,0.6,0,0.873,0.855,0,0,0,,0.85,58.4
PAI-02547,Roads Project 02547,Road Transport & Highways,Roads,West,2025-01-14,612.84,2028-06-13,3.41,2026-09-06,20,25.6,17.1,166.26,970.96,3,construction,complete,2.0,0,0.735,0.891,0,0,0,,58.44,11.0
PAI-02548,Telecom Project 02548,Telecommunications,Telecom,North,2021-07-14,194.22,2024-09-25,3.2,2024-10-10,39,100.0,100.0,194.22,194.22,1,construction,partial,0.8,0,0.76,0.87,0,0,1,2024-10-10,0.0,0.5
PAI-02549,Railways Project 02549,Railways,Railways,North-East,2007-06-06,1425.22,2011-11-25,4.47,2011-12-14,54,100.0,100.0,1446.71,1446.71,0,construction,complete,0.4,0,0.967,0.99,0,0,1,2011-12-14,1.51,0.6
PAI-02550,Roads Project 02550,Road Transport & Highways,Roads,North,2014-11-24,3450.84,2018-06-20,3.57,2020-11-22,72,100.0,100.0,3469.09,3469.09,0,construction,complete,2.9,0,0.516,0.895,0,0,1,2020-11-22,0.53,29.1
PAI-02551,Roads Project 02551,Road Transport & Highways,Roads,North,2007-06-19,157.67,2010-03-12,2.73,2011-11-25,53,100.0,100.0,208.08,208.08,1,construction,complete,1.5,0,0.914,0.99,0,0,1,2011-11-25,31.97,20.4
PAI-02552,Steel Project 02552,Steel,Steel,North-East,2021-09-04,726.95,2026-03-01,4.49,2026-03-23,54,100.0,100.0,726.95,726.95,2,construction,complete,2.1,0,0.487,0.82,0,0,1,2026-03-23,0.0,0.7
PAI-02553,Steel Project 02553,Steel,Steel,South,2007-11-11,1906.29,2012-10-19,4.94,2012-10-20,59,100.0,100.0,2360.0,2360.0,0,construction,complete,1.7,0,0.887,0.876,0,0,1,2012-10-20,23.8,0.0
PAI-02554,Railways Project 02554,Railways,Railways,North-East,2024-01-04,5913.49,2028-07-14,4.53,2026-09-06,32,16.3,10.2,902.79,8813.56,3,construction,complete,0.9,0,0.483,0.885,5,5,0,,49.04,47.2
PAI-02555,Roads Project 02555,Road Transport & Highways,Roads,North,2019-09-21,162.91,2023-08-17,3.91,2023-08-28,47,100.0,100.0,162.91,162.91,0,construction,complete,1.0,0,0.66,0.944,0,0,1,2023-08-28,0.0,0.3
PAI-02556,Petroleum Project 02556,Petroleum & Natural Gas,Petroleum,North-East,2025-08-03,3924.49,2029-02-19,3.55,2026-09-06,13,9.6,7.1,278.41,3944.74,1,pre_construction,partial,4.6,1,0.613,0.86,0,0,0,,0.52,15.2
PAI-02557,Mining Project 02557,Coal,Mining,Central,2014-12-21,388.13,2019-06-04,4.45,2022-10-01,94,100.0,100.0,393.8,393.8,1,construction,complete,5.0,0,0.429,0.863,0,0,1,2022-10-01,1.46,39.9
PAI-02558,Mining Project 02558,Coal,Mining,Central,2024-08-28,2142.99,2028-04-25,3.66,2026-09-06,25,25.6,16.9,363.72,2147.53,0,construction,complete,1.5,0,0.589,0.835,0,0,0,,0.21,42.6
PAI-02559,Rural Infrastructure Project 02559,Rural Development,Rural Infrastructure,Central,2026-12-02,581.58,2030-06-08,3.52,2026-09-06,1,7.6,4.7,27.08,581.58,0,pre_construction,partial,3.3,0,0.601,0.673,0,0,0,,0.0,22.8
PAI-02560,Power Project 02560,Power,Power,Central,2019-08-25,7238.5,2025-12-27,6.34,2026-01-25,77,100.0,100.0,7320.34,7320.34,0,construction,complete,1.7,0,0.865,0.916,0,0,1,2026-01-25,1.13,1.0
PAI-02561,Power Project 02561,Power,Power,South,2008-02-15,923.74,2013-08-21,5.52,2013-08-25,66,100.0,100.0,958.81,958.81,1,construction,partial,1.2,0,0.427,0.9,0,0,1,2013-08-25,3.8,0.1
PAI-02562,Railways Project 02562,Railways,Railways,North-East,2019-11-11,5360.88,2026-04-03,6.39,2026-04-10,77,100.0,100.0,5398.66,5398.66,0,construction,complete,3.8,0,0.78,0.907,0,0,1,2026-04-10,0.7,0.2
PAI-02563,Petroleum Project 02563,Petroleum & Natural Gas,Petroleum,Central,2025-09-08,180.14,2030-04-23,4.62,2026-09-06,12,16.9,15.6,29.48,189.11,0,construction,complete,1.4,0,0.836,0.783,2,2,0,,4.98,16.8
PAI-02564,Power Project 02564,Power,Power,East,2016-03-12,434.69,2022-06-05,6.23,2022-06-10,75,100.0,100.0,437.65,437.65,0,construction,complete,1.4,0,0.657,0.863,0,0,1,2022-06-10,0.68,0.2
PAI-02565,Roads Project 02565,Road Transport & Highways,Roads,North-East,2019-09-24,362.08,2023-04-28,3.59,2025-04-24,67,100.0,100.0,366.44,366.44,0,construction,complete,6.8,0,0.809,0.922,0,0,1,2025-04-24,1.2,23.9
PAI-02566,Railways Project 02566,Railways,Railways,West,2009-12-20,1631.16,2015-10-23,5.84,2018-09-30,105,100.0,100.0,1634.17,1634.17,0,construction,complete,0.7,0,0.551,0.841,0,0,1,2018-09-30,0.18,35.2
PAI-02567,Urban Infrastructure Project 02567,Housing & Urban Affairs,Urban Infrastructure,Central,2015-12-17,2076.73,2019-10-09,3.81,2019-10-21,46,100.0,100.0,2076.73,2076.73,1,construction,complete,1.2,0,0.433,0.76,0,0,1,2019-10-21,0.0,0.4
PAI-02568,Railways Project 02568,Railways,Railways,South,2026-08-24,11300.31,2032-10-13,6.14,2026-09-06,1,1.5,0.0,0.0,11349.14,1,pre_construction,complete,2.7,1,0.628,0.956,0,0,0,,0.43,0.3
PAI-02569,Mining Project 02569,Coal,Mining,Central,2017-09-22,247.72,2022-07-23,4.83,2024-04-12,79,100.0,100.0,325.36,325.36,1,construction,complete,1.1,0,0.511,0.94,0,0,1,2024-04-12,31.34,20.7
PAI-02570,Roads Project 02570,Road Transport & Highways,Roads,East,2019-08-07,730.78,2023-04-03,3.66,2024-08-01,60,100.0,100.0,871.99,871.99,2,construction,complete,0.1,0,0.846,0.891,0,0,1,2024-08-01,19.32,15.9
PAI-02571,Power Project 02571,Power,Power,West,2022-08-10,1989.89,2028-03-22,5.62,2026-09-06,49,45.6,36.7,860.2,2342.13,1,construction,complete,2.9,0,0.909,0.929,3,3,0,,17.7,36.3
PAI-02572,Railways Project 02572,Railways,Railways,South,2016-09-05,1923.2,2023-02-13,6.44,2023-05-16,80,100.0,100.0,2881.77,2881.77,1,construction,complete,5.1,1,0.87,0.967,0,0,1,2023-05-16,49.84,3.0
